emri_mbiemri,nr_vezhguesi,komuna,emri_qv,nr_qv,nr_vv,pyetja_1,pyetja_4,pyetja_5,pyetja_3,pyetja_2,pyetja_6,pyetja_femra,pyetja_8,pyetja_9,pyetja_10,pyetja_11,pyetja_12,pyetja_13,pyetja_14,pyetja_15,pyetja_17,pyetja_18,pyetja_19,pyetja_20,10_21,12_21,16_21,19_21,pyetja_22,pyetja_23,pyetja_24,pyetja_25,pyetja_26,pyetja_27,pyetja_28,pyetja_29,pyetja_30,pyetja_31,pyetja_32,pyetja_33,pyetja_34,pyetja_35,pyetja_36,pyetja_36a,pyetja_37,pyetja_38,pyetja_39,pyetja_40,pyetjaj_41,pyetja_42,pyetja_43,pyetja_44,pyetja_45,pyetja_46,pyetja_47,pyetja_48,pyetja_49,pyetja_50,pyetja_51,pyetja_52,pyetja_53,pyetja_54,pyetja_55,pyetjaj_56,pyetja_57,pyetja_58,pyetja_59,pytja_kusht1,pytja_kusht2,pytja_kusht3,pytja_60,pytja_61,pytja_62
,1460,Gjilan,Shkolla Fillore' Vehbi Ibrahimi',0441d,02D,1,1,06:10,06:20,1,6,0,550,545,2,1,1,1,1,7,1,1,1,1,26,56,134,192,0,0,12,1,2,2,2,2,2,2,1,2,2,0,0,1,2,19:00,2,1,1,2,1,1,2,1,192,1,1,1,1,192,5,1,1,1,1,3,2,0,0,0,,,0
,1297,Hani i Elezit,Shkolla Fillore 'Ilaz Thaçi',3301d,03R,1,1,05:55,05:55,1,5,1,800,934,2,1,1,1,1,6,1,1,1,1,60,150,305,406,0,0,0,0,2,2,2,2,2,2,2,2,2,0,0,1,2,19:04,2,0,0,2,1,1,1,1,406,1,1,1,1,406,33,1,0,1,1,2,2,0,0,0,,,0
,505/1071,Hani i Elezit,Shkolla Fillore 'Ilaz Thaçi',3304d,02D,1,1,06:35,06:08,2,5,0,700,681,2,1,1,1,1,6,1,1,1,1,56,130,210,284,2,5,61,1,2,2,2,2,2,2,1,2,2,0,0,1,2,19:00,2,0,1,2,1,1,1,1,282,1,0,1,1,277,43,1,1,1,1,3,2,5,5,1,,,0
,50518,Podujevë,Shkolla Fillore ''Luigj Gurakuqi'' ,1816e,01R,1,1,06:25,06:20,1,10,0,600,725,2,1,1,1,1,7,1,1,1,1,53,125,224,326,0,0,30,1,2,2,2,2,2,2,1,2,2,0,0,0,1,19:00,2,2,2,2,1,1,1,1,326,2,2,1,1,324,14,1,1,1,0,4,2,0,0,0,,08/06/2014,1
,0505,Hani i Elezit,Shkolla Fillore 'Kështjella e Diturisë',3302d,02D,1,1,06:10,05:55,1,5,1,500,464,2,1,1,1,1,7,1,1,1,1,40,95,150,200,0,2,26,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:05,2,0,1,2,1,1,1,1,198,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0
,,Podujevë,Shkolla e Mesme 'Shaban Shala',1802e,02R,1,1,06:00,06:00,1,6,2,750,864,3,1,1,1,1,7,1,1,1,1,62,175,250,411,0,0,0,1,2,2,2,2,2,2,1,2,2,0,0,0,0,19:00,2,0,2,2,1,1,1,1,411,1,1,1,1,411,18,1,1,0,0,0,0,0,0,0,,,0
,2191,Hani i Elezit,Shkolla Fillore 'Ilaz Thaçi',3301d,02R,1,1,06:00,06:00,1,5,0,750,892,2,1,1,1,1,7,1,1,1,1,77,172,315,463,0,0,59,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:03,2,0,1,2,1,1,1,1,462,1,1,1,1,462,30,1,1,1,0,0,0,0,0,0,,,0
,505/18,Podujevë,Shkolla Fillore 'Naum Veqilharxhi' ,1810e,02D,1,1,06:00,06:30,1,2,1,700,382,2,1,1,1,1,7,1,1,1,1,155,148,287,382,4,21,16,1,2,2,2,2,2,2,2,2,2,0,0,4,2,19:00,2,2,2,2,1,1,1,1,382,2,2,1,1,382,14,1,1,1,1,0,0,0,0,0,,,0
,505/906,Hani i Elezit,Shkolla Fillore 'Ilaz Thaçi',3301d,04R,1,1,06:00,06:00,1,5,1,800,945,2,1,1,1,1,7,1,1,1,1,65,134,278,381,13,0,28,1,2,2,2,2,2,2,1,2,2,0,0,0,2,19:05,2,0,1,2,1,1,1,1,381,1,1,1,1,381,0,1,1,1,1,4,2,0,0,0,,,0
,505/19,Podujevë,Shkolla Fillore 'Sheqë Mirovci' ,1815e,03D,1,1,05:35,06:15,2,6,0,550,544,2,1,1,1,1,7,1,1,1,1,25,93,143,225,10,10,11,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,2,2,1,1,1,1,215,1,1,1,1,215,18,1,0,4,1,4,2,0,10,1,,,0
,1022,Hani i Elezit,Shkolla Fillore 'Ilaz Thaçi',3301d,01R,1,1,05:58,05:50,1,5,2,700,831,2,1,1,1,1,7,1,1,1,1,77,195,290,400,0,0,40,1,2,2,2,2,2,2,1,2,2,0,0,0,2,07:05,1,1,1,2,1,1,1,1,400,1,1,1,1,400,28,1,1,1,1,4,2,0,0,0,,,0
,505/2041,Podujevë,Shkolla Fillore 'Sheqë Mirovci' ,1815e,02R,1,1,05:25,06:10,2,6,0,550,653,2,1,1,1,1,7,1,1,1,1,30,118,188,270,0,0,0,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,2,2,1,1,1,1,270,1,1,1,1,270,15,1,1,4,1,4,2,0,0,0,,,0
,1469,Hani i Elezit,Shkolla Fillore 'Kështjella e Diturisë',3302d,01R,1,1,06:00,05:45,2,5,0,650,750,2,1,1,1,1,7,1,1,1,1,66,160,263,363,10,0,51,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,1,2,1,1,1,1,363,1,1,1,1,363,15,1,1,1,1,4,2,0,0,0,,,0
,,Podujevë,Shkolla Fillore 'Musli Dumoshi',1843e,01R,1,1,06:20,06:15,2,5,2,350,476,2,1,1,1,1,7,1,1,1,1,55,48,67,51,5,0,19,1,2,2,2,2,2,2,1,2,1,0,0,4,2,19:00,2,0,2,2,1,1,1,1,221,1,1,1,1,221,7,1,1,0,0,4,2,0,0,0,,,0
,505/726,Hani i Elezit,Shkolla Fillore 'Ilaz Thaçi',3304d,01R,1,1,06:00,05:59,1,5,0,800,910,2,1,1,1,1,7,1,1,1,1,73,154,270,381,0,0,60,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,2,1,2,1,1,1,1,381,1,1,1,1,381,35,1,1,1,1,4,2,0,0,0,,,0
,,Gjilan,Shkolla Fillore 'Ibrahim Oruqi',0404d,03R,1,1,06:00,05:55,2,14,3,600,749,2,1,1,1,1,7,1,1,1,1,61,139,240,323,0,0,0,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,1,2,1,1,1,1,323,1,1,1,1,323,10,1,1,1,1,1,2,0,0,0,,,0
